,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
157,32237119,2022-09-28,140243627,t,Pacific Grove,36.61967,-121.90811,Entire home/apt,False,False,$754.00,11,2022-06-29,4.82,5.0,4.45,0.41
158,32500405,2022-09-29,235779634,f,Pacific Grove,36.59434,-121.93994,Entire home/apt,False,False,"$1,400.00",0,,,,,
159,32767285,2022-09-29,246445809,f,Pacific Grove,36.5934,-121.95191,Entire home/apt,False,False,"$2,100.00",2,2021-08-16,5.0,5.0,4.5,0.05
160,33082863,2022-09-28,20995446,t,Pacific Grove,36.59523,-121.91442,Entire home/apt,False,False,$111.00,27,2022-03-25,4.85,4.89,4.89,0.66
161,33396484,2022-09-28,190984125,f,Pacific Grove,36.62107,-121.9364,Hotel room,True,True,$350.00,18,2022-05-29,4.89,4.94,4.83,0.49
162,34365620,2022-09-28,1186274,t,Pacific Grove,36.60526,-121.93523,Entire home/apt,False,False,$225.00,324,2022-09-27,4.95,4.98,4.84,8.07
163,34565293,2022-09-29,264986382,,Pacific Grove,36.59009,-121.95227,Entire home/apt,False,False,"$4,286.00",0,,,,,
164,34573235,2022-09-28,46785054,t,Pacific Grove,36.62486,-121.91497,Private room,False,False,$305.00,58,2022-08-28,4.84,4.91,4.57,1.61
165,34573780,2022-09-28,46785054,t,Pacific Grove,36.62364,-121.91607,Private room,False,False,$335.00,7,2022-09-01,5.0,5.0,5.0,0.2
166,34623103,2022-09-28,94721668,f,Pacific Grove,36.59035,-121.95087,Entire home/apt,False,False,$490.00,118,2022-08-29,4.82,4.94,4.59,2.91
167,34652464,2022-09-28,247822961,f,Pacific Grove,36.62865,-121.93112,Entire home/apt,True,False,$225.00,1,2019-05-26,5.0,5.0,5.0,0.02
168,35059680,2022-09-28,645182,t,Pacific Grove,36.58516,-121.92055,Private room,False,False,$137.00,227,2022-09-22,4.96,4.94,4.91,5.6
169,35930695,2022-09-28,266041351,f,Pacific Grove,36.62981,-121.93072,Private room,False,False,$147.00,0,,,,,
170,35930773,2022-09-28,266041351,f,Pacific Grove,36.62904,-121.93095,Private room,False,False,$142.00,0,,,,,
171,35950153,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$143.00,625,2022-09-27,4.81,4.92,4.71,15.9
172,35967096,2022-09-28,87827,f,Pacific Grove,36.624,-121.91851,Entire home/apt,False,False,$293.00,1,2021-12-29,3.0,5.0,3.0,0.11
173,36006241,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$154.00,218,2022-09-03,4.76,4.92,4.57,5.55
174,36006645,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$156.00,118,2022-09-22,4.84,4.89,4.73,3.0
175,36007109,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$150.00,132,2022-09-23,4.73,4.89,4.56,3.37
176,36007581,2022-09-28,270423498,f,Pacific Grove,36.62012,-121.91887,Hotel room,False,False,$170.00,282,2022-09-21,4.84,4.88,4.67,7.4
177,36008146,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$170.00,130,2022-09-16,4.72,4.84,4.58,3.32
