,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
2123,22340219,2022-09-07,163339428,t,Pacific Heights,37.79252,-122.42294,Private room,False,False,$242.00,146,2020-11-20,4.94,4.95,4.85,2.55
2124,20994570,2022-09-07,2788584,t,Outer Sunset,37.76261,-122.50133,Entire home/apt,False,False,$169.00,220,2022-08-17,4.85,4.84,4.72,3.98
2125,22355943,2022-09-07,74052669,f,Russian Hill,37.79752,-122.41215,Entire home/apt,False,False,$70.00,5,2021-02-02,4.4,4.8,4.0,0.1
2126,22373160,2022-09-07,1892430,f,Haight Ashbury,37.76674,-122.44563,Entire home/apt,False,False,$90.00,13,2021-08-31,4.38,4.92,4.15,0.24
2127,22373631,2022-09-07,1892430,f,Western Addition,37.77473,-122.43182,Entire home/apt,False,False,$140.00,0,,,,,
2128,21594483,2022-09-07,157059672,t,Outer Sunset,37.76383,-122.4955,Entire home/apt,False,False,$80.00,157,2022-09-01,4.86,4.78,4.71,2.72
2129,21010862,2022-09-07,10622144,f,South of Market,37.775085,-122.407234,Entire home/apt,False,False,$400.00,170,2022-08-26,4.88,4.57,4.75,2.85
2130,22375226,2022-09-07,2253513,t,Castro/Upper Market,37.76091,-122.43486,Entire home/apt,False,False,$450.00,63,2022-08-09,4.98,4.97,4.79,1.11
2131,22396454,2022-09-07,1257432,f,Downtown/Civic Center,37.77512,-122.42004,Entire home/apt,False,False,$169.00,9,2022-08-27,5.0,5.0,4.78,0.16
2132,21596397,2022-09-07,4718164,t,Potrero Hill,37.75644,-122.40096,Entire home/apt,False,False,$145.00,225,2022-09-06,4.91,4.87,4.76,3.88
2133,21610333,2022-09-07,4430421,f,Downtown/Civic Center,37.78618,-122.41453,Entire home/apt,False,False,$89.00,1,2022-07-23,5.0,2.0,5.0,0.64
2134,21011550,2022-09-07,13832870,f,Presidio Heights,37.78779,-122.45167,Entire home/apt,False,False,$112.00,3,2022-07-10,4.33,4.33,3.67,0.08
2135,21022837,2022-09-07,151399600,f,Inner Richmond,37.77787,-122.44858,Entire home/apt,False,False,$950.00,5,2022-05-22,5.0,4.8,4.8,0.09
2136,21612906,2022-09-07,20900027,f,Mission,37.75136,-122.41157,Entire home/apt,False,False,$132.00,17,2022-08-06,4.82,4.76,4.65,0.29
2137,21620847,2022-09-07,10622144,f,South of Market,37.775085,-122.407234,Entire home/apt,False,False,$270.00,28,2022-09-01,4.96,4.5,4.57,0.49
2138,21623317,2022-09-07,4430421,f,Downtown/Civic Center,37.78404,-122.41617,Entire home/apt,False,False,$87.00,2,2020-02-08,3.5,4.0,3.5,0.04
2139,21625713,2022-09-07,85774793,t,Lakeshore,37.72853,-122.47506,Entire home/apt,False,False,$124.00,112,2022-08-08,4.91,4.89,4.78,1.9
2140,22402266,2022-09-07,80517551,f,Outer Sunset,37.74756,-122.48892,Entire home/apt,False,False,$122.00,30,2022-07-10,4.67,4.7,4.67,0.53
2141,21024486,2022-09-07,8801754,f,Western Addition,37.78716,-122.44261,Private room,False,False,$80.00,3,2020-02-10,5.0,4.67,5.0,0.07
2142,22403752,2022-09-07,163722561,f,Inner Richmond,37.78326,-122.47171,Entire home/apt,False,False,$107.00,7,2021-07-16,5.0,5.0,4.86,0.14
