,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
6376,46601814,2022-09-19,39266959,t,Linda Vista,32.77922,-117.17451,Entire home/apt,False,False,$284.00,100,2022-09-13,4.95,4.6,4.83,4.59
6377,46603119,2022-09-18,283996497,t,Del Cerro,32.78289,-117.08439,Entire home/apt,False,False,$493.00,43,2022-08-20,5.0,4.98,4.88,1.99
6378,46603768,2022-09-19,253729759,f,Little Italy,32.72398,-117.16679,Entire home/apt,False,False,$251.00,27,2022-05-01,4.74,5.0,4.81,1.6
6379,46605040,2022-09-18,327746430,t,Serra Mesa,32.79055,-117.12969,Entire home/apt,False,False,$69.00,8,2022-07-31,4.63,4.75,4.25,0.38
6380,46606157,2022-09-19,376792158,f,Midtown,32.73902,-117.17469,Entire home/apt,False,False,$220.00,18,2022-08-22,5.0,4.94,4.94,0.95
6381,46607249,2022-09-19,25078465,f,Mission Bay,32.78821,-117.25394,Entire home/apt,False,False,$483.00,45,2022-09-05,4.8,5.0,4.76,2.32
6382,46448004,2022-09-19,1776269,t,La Jolla,32.84121,-117.27366,Entire home/apt,False,False,$307.00,13,2022-08-10,5.0,5.0,4.92,0.59
6383,46617706,2022-09-18,104309976,f,Moreno Mission,32.77142,-117.18572,Entire home/apt,False,False,"$9,999.00",27,2022-06-19,4.93,4.93,4.59,1.27
6384,46618166,2022-09-18,104309976,f,Moreno Mission,32.77116,-117.18482,Entire home/apt,False,False,"$9,999.00",24,2022-04-17,4.79,4.96,4.75,1.09
6385,46454755,2022-09-19,13391792,f,Loma Portal,32.75056,-117.23328,Entire home/apt,False,False,$150.00,11,2021-07-16,4.91,4.91,4.73,0.49
6386,46626639,2022-09-19,114569804,t,Clairemont Mesa,32.81588,-117.176,Entire home/apt,False,False,$192.00,174,2022-09-14,4.95,4.79,4.86,9.19
6387,46644833,2022-09-19,208087084,t,Pacific Beach,32.80354,-117.23482,Entire home/apt,False,False,$194.00,75,2022-09-03,4.93,4.96,4.79,3.54
6388,46467249,2022-09-19,142276557,t,Mission Bay,32.7873,-117.25256,Entire home/apt,False,False,$384.00,47,2022-09-15,5.0,4.98,4.98,3.18
6389,46646344,2022-09-19,178041312,f,La Jolla,32.85244,-117.25717,Entire home/apt,False,False,"$1,100.00",2,2022-02-28,5.0,5.0,4.5,0.23
6390,46469050,2022-09-18,31621554,t,Pacific Beach,32.80725,-117.23692,Entire home/apt,False,False,$125.00,48,2022-09-05,4.96,4.96,4.92,2.44
6391,46646772,2022-09-19,123469551,f,Grant Hill,32.71114,-117.13706,Entire home/apt,False,False,$218.00,28,2022-09-11,5.0,4.86,4.93,1.34
6392,46469089,2022-09-18,104309976,f,Moreno Mission,32.77145,-117.18636,Entire home/apt,False,False,"$9,999.00",35,2022-06-25,4.83,4.69,4.4,1.58
6393,46647851,2022-09-19,146164300,f,Pacific Beach,32.79956,-117.23181,Entire home/apt,False,False,$160.00,2,2022-04-15,5.0,4.5,5.0,0.15
6394,46661715,2022-09-18,377145576,f,Darnall,32.75278,-117.06078,Entire home/apt,False,False,$76.00,93,2022-09-11,4.62,4.66,4.46,4.23
6395,46662959,2022-09-18,377013117,f,Midtown,32.74754,-117.156799,Private room,False,False,$61.00,20,2022-09-05,4.85,4.9,4.65,1.53
6396,46669557,2022-09-18,59154364,t,Gaslamp Quarter,32.71489,-117.16033,Entire home/apt,False,False,$201.00,80,2022-09-12,4.88,4.94,4.76,3.68
6397,46677790,2022-09-19,68144180,t,Ocean Beach,32.74078,-117.25195,Entire home/apt,False,False,$350.00,41,2022-09-11,4.95,4.8,4.95,2.17
6398,46689045,2022-09-19,377333713,t,Mission Bay,32.789234,-117.2547,Entire home/apt,False,False,$921.00,18,2022-08-27,5.0,5.0,5.0,1.1
6399,46689815,2022-09-19,59154364,t,Gaslamp Quarter,32.71346,-117.16076,Entire home/apt,False,False,$201.00,71,2022-09-15,4.94,4.74,4.81,3.26
6400,46469808,2022-09-18,205336,t,College Area,32.76234,-117.08199,Entire home/apt,False,False,$109.00,90,2022-09-02,4.96,4.84,4.94,4.13
6401,46470628,2022-09-18,104309976,f,Moreno Mission,32.77092,-117.18783,Entire home/apt,False,False,"$9,999.00",48,2022-05-19,4.9,4.83,4.73,2.23
6402,46471710,2022-09-18,64217862,t,Balboa Park,32.71362,-117.1442,Entire home/apt,False,False,$199.00,10,2022-08-21,5.0,5.0,5.0,2.13
6403,46691355,2022-09-19,17678068,t,Ocean Beach,32.729725,-117.248985,Entire home/apt,False,False,$276.00,52,2022-09-16,5.0,5.0,4.96,3.72
6404,46695587,2022-09-19,46312518,t,Wooded Area,32.72131,-117.23781,Entire home/apt,False,False,$500.00,2,2021-04-11,5.0,5.0,5.0,0.11
6405,46695885,2022-09-18,75446816,t,Talmadge,32.76035,-117.08706,Entire home/apt,False,False,$173.00,139,2022-09-16,4.99,4.94,4.94,6.45
6406,46705891,2022-09-18,88168913,f,Mission Bay,32.78427,-117.25183,Entire home/apt,False,False,$415.00,5,2022-05-15,4.2,5.0,3.6,0.27
6407,46712068,2022-09-18,74816484,f,Wooded Area,32.7216,-117.25402,Entire home/apt,False,False,$414.00,4,2022-08-04,5.0,5.0,5.0,0.39
6408,46727677,2022-09-19,103472335,t,Mission Bay,32.76128,-117.2492,Entire home/apt,False,False,$328.00,70,2022-09-13,5.0,4.99,4.96,4.47
6409,46732895,2022-09-18,55287801,f,Marina,32.71211,-117.16988,Entire home/apt,False,False,$225.00,8,2022-08-05,4.88,4.88,4.88,0.47
6410,46737125,2022-09-18,139713095,f,La Jolla,32.85625,-117.25604,Entire home/apt,False,False,$334.00,1,2022-07-31,4.0,5.0,5.0,0.6
6411,46749815,2022-09-18,59154364,t,Gaslamp Quarter,32.71306,-117.16105,Entire home/apt,False,False,$202.00,51,2022-08-22,4.75,4.98,4.76,2.45
6412,46473767,2022-09-18,22459966,t,Linda Vista,32.77127,-117.17021,Private room,True,False,$62.00,20,2022-08-19,4.9,4.9,4.8,0.95
6413,46751715,2022-09-19,116772075,t,Mission Bay,32.78585,-117.25422,Entire home/apt,False,False,$664.00,61,2022-08-25,5.0,4.93,4.79,3.08
6414,46758243,2022-09-18,95055954,t,Normal Heights,32.76629,-117.12635,Entire home/apt,False,False,$96.00,6,2022-07-31,4.67,4.67,4.83,0.29
6415,46759407,2022-09-18,874515,f,Mission Bay,32.78283,-117.2532,Entire home/apt,False,False,$465.00,8,2022-07-09,4.25,4.88,4.13,0.52
6416,46777836,2022-09-19,145889051,f,Ocean Beach,32.75116,-117.24886,Entire home/apt,False,False,$120.00,2,2021-06-28,5.0,5.0,5.0,0.1
6417,46793302,2022-09-19,59080450,t,North Hills,32.75628,-117.13325,Private room,False,False,$214.00,5,2022-08-21,5.0,5.0,4.4,0.31
6418,46488240,2022-09-19,245780050,t,Oak Park,32.74058,-117.05623,Private room,False,False,$88.00,8,2021-11-29,4.38,4.13,4.38,0.39
6419,46490193,2022-09-18,255762677,f,Serra Mesa,32.80077,-117.1471,Private room,False,False,$250.00,0,,,,,
6420,46794918,2022-09-19,29122812,t,North Hills,32.74712,-117.12916,Entire home/apt,False,False,$178.00,98,2022-09-02,4.93,4.99,4.8,4.5
6421,46491494,2022-09-19,366027177,f,Mission Bay,32.77635,-117.25147,Entire home/apt,False,False,$500.00,33,2022-08-15,4.67,4.94,4.79,1.61
6422,46799172,2022-09-19,110680193,f,Mission Bay,32.78237,-117.25311,Entire home/apt,False,False,$143.00,32,2022-08-07,4.53,4.94,4.31,1.8
6423,46799468,2022-09-18,38690778,t,La Jolla,32.8604,-117.25312,Entire home/apt,False,False,$674.00,17,2022-06-26,4.82,5.0,4.65,0.87
6424,46495504,2022-09-18,376078568,t,Midtown,32.74932,-117.16303,Entire home/apt,False,False,$113.00,9,2022-07-21,5.0,4.89,5.0,0.41
6425,46803221,2022-09-18,38288010,t,Mission Bay,32.76151,-117.25066,Entire home/apt,False,False,$188.00,101,2022-09-08,4.85,4.95,4.76,5.32
6426,46496034,2022-09-18,376078568,t,Midtown,32.74919,-117.16302,Entire home/apt,False,False,$121.00,8,2022-06-17,5.0,4.88,4.88,0.4
