,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,review_scores_rating,reviews_per_month
1492,38367642,2022-09-18,30474731,f,Gaskill,37.83743,-122.27716,Private room,False,False,$35.00,61,2022-08-03,4.13,4.48,3.89,4.26,4.39,4.3,4.07,1.66
1493,38381440,2022-09-18,48422,f,McClymonds,37.81648,-122.27749,Private room,False,False,$45.00,11,2022-09-03,4.55,4.0,4.18,4.73,4.55,4.45,4.64,0.34
1494,38386300,2022-09-18,30474731,f,Gaskill,37.83755,-122.27798,Private room,False,False,$37.00,44,2022-08-27,4.2,4.37,3.95,4.3,4.3,4.33,4.18,1.19
1495,38498180,2022-09-18,183015582,f,Oak Center,37.81036,-122.28716,Private room,False,False,$70.00,0,,,,,,,,,
1496,38539941,2022-09-18,30474731,f,Gaskill,37.83903,-122.27668,Private room,False,False,$50.00,40,2022-08-17,4.1,4.23,3.83,4.23,4.23,4.1,4.25,1.11
1497,38548037,2022-09-18,30474731,f,Gaskill,37.83837,-122.27745,Private room,False,False,$44.00,50,2022-08-26,4.24,4.32,3.74,4.04,4.28,4.44,4.3,1.38
1498,38578828,2022-09-18,150865969,t,Montclair,37.831,-122.21408,Entire home/apt,False,False,$197.00,35,2022-09-11,5.0,4.77,4.94,5.0,4.97,4.97,5.0,1.28
1499,38581932,2022-09-18,38782349,f,Sobrante Park,37.72851,-122.16705,Private room,False,False,$125.00,1,2022-08-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.81
1500,38604439,2022-09-18,294724077,f,Cleveland Heights,37.80415,-122.25102,Entire home/apt,False,False,$129.00,7,2019-11-10,4.71,5.0,4.86,3.71,4.43,4.57,4.43,0.19
1501,38619031,2022-09-18,4873727,t,Panoramic Hill,37.86367,-122.23725,Entire home/apt,False,False,$142.00,11,2022-08-19,5.0,4.73,4.91,5.0,5.0,4.91,5.0,0.31
1502,38639419,2022-09-18,23937597,f,Bancroft Business-Havenscourt,37.76774,-122.18691,Entire home/apt,False,False,$145.00,2,2022-08-24,5.0,4.5,4.5,5.0,5.0,5.0,5.0,1.58
1503,38645880,2022-09-18,217316543,f,Glenview,37.80856,-122.21692,Entire home/apt,False,False,$120.00,61,2022-08-28,4.85,4.84,4.67,4.92,4.9,4.67,4.72,1.68
1504,38667346,2022-09-18,11425126,t,Panoramic Hill,37.88446,-122.20984,Entire home/apt,False,False,$275.00,167,2022-09-13,4.95,4.92,4.93,4.98,4.96,4.84,4.92,4.96
1505,38673250,2022-09-18,30474731,f,Gaskill,37.83944,-122.27879,Private room,False,False,$40.00,17,2022-05-20,3.71,3.82,3.59,3.76,3.76,3.71,3.65,0.72
1506,38785333,2022-09-18,28694377,f,Old City-Produce And Waterfront,37.80219,-122.27865,Private room,True,False,$78.00,17,2022-08-21,4.94,4.88,4.94,4.94,5.0,4.88,4.94,3.25
1507,38819193,2022-09-18,7775631,t,Cleveland Heights,37.80639,-122.24605,Entire home/apt,False,False,$144.00,47,2022-09-05,4.94,4.98,4.81,4.98,5.0,4.91,4.87,1.31
1508,38828888,2022-09-18,253568084,f,Prescott,37.80586,-122.29519,Entire home/apt,False,False,$125.00,214,2022-08-29,4.8,4.29,4.76,4.93,4.86,4.65,4.73,5.91
1509,38829159,2022-09-18,253568084,f,Prescott,37.80588,-122.29547,Entire home/apt,False,False,$119.00,183,2022-09-02,4.85,4.37,4.87,4.95,4.85,4.72,4.76,5.16
1510,38881936,2022-09-18,39562017,t,Upper Rockridge,37.84404,-122.24363,Entire home/apt,False,False,$449.00,52,2022-08-30,4.73,5.0,4.71,4.98,4.92,4.6,4.79,1.46
1511,38963652,2022-09-18,5492973,f,Frick,37.77141,-122.18671,Private room,False,False,$49.00,2,2022-08-15,4.0,3.5,3.0,4.0,4.5,4.5,3.0,1.33
1512,39002086,2022-09-18,298861316,t,Panoramic Hill,37.88047,-122.24999,Entire home/apt,False,False,$115.00,24,2022-08-24,4.96,4.96,5.0,5.0,4.96,4.92,5.0,0.7
1513,39040829,2022-09-18,299207115,t,Arroyo Viejo,37.75892,-122.17955,Entire home/apt,False,False,$204.00,11,2022-07-04,5.0,4.73,4.73,5.0,5.0,4.64,4.64,0.31
1514,39091925,2022-09-18,38047708,f,Fremont,37.77515,-122.20676,Entire home/apt,False,False,$145.00,15,2021-09-28,4.93,5.0,4.87,5.0,5.0,4.87,4.87,0.42
1515,39108294,2022-09-18,299755751,t,Santa Fe,37.83795,-122.27188,Private room,False,False,$75.00,55,2022-09-10,4.87,4.84,4.82,4.96,4.95,4.87,4.93,1.79
1516,39111213,2022-09-18,9860423,t,Golden Gate,37.86887,-122.29478,Entire home/apt,False,False,$80.00,36,2022-08-15,5.0,4.97,4.94,5.0,5.0,4.94,5.0,1.01
1517,39177044,2022-09-18,267498795,t,Piedmont Avenue,37.82901,-122.25283,Entire home/apt,False,False,$275.00,20,2022-09-05,5.0,5.0,4.84,5.0,4.84,4.84,4.89,0.56
1518,39178917,2022-09-18,2764647,t,Claremont,37.85999,-122.24303,Entire home/apt,False,False,$258.00,63,2022-09-10,4.98,4.94,4.97,4.98,5.0,4.78,4.95,1.76
1519,39200367,2022-09-18,9819106,t,Lakeshore,37.81323,-122.24071,Entire home/apt,False,False,$100.00,122,2022-09-06,4.91,4.95,4.96,4.97,4.95,4.83,4.88,3.43
